review_id,product_name,brand,category,rating,price,review_title,review_text,review_date,sentiment_label,feature_tags
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Amazon,Tablet / E-reader,1,0,Confused,The protector was not made for the Fire 7 as it was to large and had no directions that were coherent. Worse purchase from Best Buy ever.,2016-08-17,negative,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,5,0,Solid cheap performer.,I don't think I can find cheaper Alkaline batteries to be honest. Their life is pretty good too.,2016-08-31,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,5,0,Long life,Seem to have a great life to them. I'm impressed.,2016-03-05,positive,['General']
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Amazon,Tablet / E-reader,4,0,Great for Reading,"Great for reading books, but I having to manually update the apps is a pain.",2017-03-16,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,2,0,Short life span. Very disappointing.,"I was disappointed with these batteries. I thought they were going to be a higher quality and work as well as the name brand batteries. I bought these to use in my sons' leapster GS explorers. My sons do not play on them nonstop and they shut off on their own after being idle for a few minutes. These batteries don't even last 3 days. 8 hrs of use at the most! Because we can't afford to go through batteries so quickly, I change them once a week. It's really sad that they don't hold up longer. Time to go back to brand name as it will save money over these and use some rechargables. Do not buy if you plan on using these for something more than a remote or clock.",2016-08-06,negative,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,5,0,Five Stars,"Great value, just as good as the name brands. With a baby, you go through a lot of these.",2017-06-16,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,4,0,Good batteries,Work well at a great price point.,2016-09-05,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,1,0,Discharges Very Fast,Spend a few more dollars and get a branded one. These discharge very fast. Had to keep changing my wall clock battery every 2 months when I had these. Got an energizer battery and that stayed for more than a year. Didn't expect amazon product to be of such poor quality.,2017-08-02,negative,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,3,0,Amazon batteries,Batteries don't last very long compared to Duracell or Energizer,2016-08-10,mixed,['General']
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Amazon,Tablet / E-reader,5,0,Great pics,I am loving my fire tablet and I am using it everyday at home and at work on break,2016-11-25,positive,['General']
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Tablet / E-reader,5,0,Perfect for my Grandson,Perfect for my grandson I love the easy to use set up and parental control. I have recommended this to my friend for her children. Case is great,2016-12-02,positive,['General']
AVzYlGkFvKc47QAVeZRI,"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Amazon,Tablet / E-reader,3,0,Faulty,It already quit working. Will not charge anymore. I had to buy a new one.,2018-04-18,mixed,['General']
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Amazon,Tablet / E-reader,3,0,Amazon Fire,Brought this for my 8 yr old son. He cannot put it down. Would recommend this product.,2017-01-23,mixed,['General']
AVpgdkC8ilAPnD_xsvyi,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,1,0,I do not like this tablet. Period.,"I do not like this Tablet one bit. It has to be registered with Amazon for it to function and it failed every time. I finally had to resort to calling Amazon's customer service, also not an easy task, to get it registered. There seems to be glitch in the programming, because when it failed again, I had to follow the same steps all over again to get it registered. I would highly recommend skipping this tablet and getting one that is not tied to any one company's operations, programming, or software.",2016-07-15,negative,['General']
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,3,0,basic kindle,upgraded my 3 year old kindle- same old. doesnt seem that great of a difference. the graphical interface still sucks but its decent for reading.,2016-11-30,mixed,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,1,0,Put these into a high power flashlight and took my ...,Put these into a high power flashlight and took my dog out. Within ten minutes the flashlight was so dim that it was worthless. I would never buy these again!,2016-11-08,negative,['General']
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Tablet / E-reader,4,0,Great,This is a great amazon fire tablet for kids highly recommend,2017-01-06,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,2,0,Very short life. I was really expecting a decent ...,"Very short life. I was really expecting a decent battery, but unfortunately it wasn't.",2015-11-12,negative,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,2,0,Comparable to Dollar Store Batteries.,These batteries held up about as well as dollar store batteries. Very disappointed in quality.,2016-01-06,negative,['General']
AVqVGZSEQMlgsOJE6eUc,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Tablet / E-reader,3,0,Okay,"I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",2018-01-21,mixed,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,3,0,Three Stars,Made in the USA would make this a 5 star,2016-02-22,mixed,['General']
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Amazon,Tablet / E-reader,3,0,Okay Tablet,"The specs are good, feels solid, can't stand the OS. Too many ads you can't get rid of, not as customizable as I'd like. If that doesn't bother you, it's a good tablet for the price. Don't expect to run games on it, not powerful enough for that.",2017-05-16,mixed,['General']
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Tablet / E-reader,2,0,Not good,"Super slow, not of decent quality.I would not buy another. Memory on it is lacking for 8 gig. I will not recommend it to anyone",2017-05-12,negative,['General']
AVpgdkC8ilAPnD_xsvyi,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,5,0,My Sister's gift,I bought my sister the original Kindle years ago. She kept it for so long that it had a spot in the middle of the screen that was like a bright light. For her birthday I got her this one & she can't leave it alone! She loves it!,2017-02-01,positive,['General']
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Amazon,Tablet / E-reader,4,0,Perfect gift,We did get this when it was in sale for about 50$ and for that this is an incredible value tablet perfect for anyone who wants a screen without paying premium prices. Build quality is fine and screen isn't the best but definitely usable.,2017-02-13,positive,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,3,0,Three Stars,These batteries are reasonably priced but I found they do not last as long as other batteries,2016-10-24,mixed,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,5,0,Five Stars,It was perfect. I love it,2017-06-08,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,1,0,Die in about a week,"I have no idea why these batteries are reviewed so well. I used them in a small LED keyboard light for my computer, and I had to change them weekly. Sure you get more batteries for less money, but in total I think you'd be better off buying a quality brand.",2017-01-14,negative,['General']
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Amazon,Tablet / E-reader,4,0,Great Amazon Tablet,"It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading.",2017-02-03,positive,['General']
AVwjfXp4QMlgsOJE8qmk,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",Amazon,Tablet / E-reader,3,0,Good tablet,This was not the best choice for my autistic son. We were unable to download anything from Google Play and were limited to the Amazon store. Making this a deal breaker for us. I had to return it and get a different tablet.,2018-01-13,mixed,['General']
AVqVGZQBQMlgsOJE6eUb,"Kindle Oasis E-reader with Leather Charging Cover - Walnut, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,Tablet / E-reader,2,0,Very compact & light weight,Easy to carry in purse or pocket but doesn't do anything better than the cheapest Kindle reader.,2016-12-31,negative,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,3,0,Seems to be a good product. not sure they have a very long ...,Seems to be a good product. not sure they have a very long life.,2017-04-11,mixed,['General']
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,4,0,Great tablet and great price!,Unsure if I wanted to get another kindle or an Amazon tablet. Very happy with my purchase. Easy to use and a great price!,2017-05-17,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,5,0,Great price and great batteries,These batteries are great. I love that they come in a box organized so you can just close the box back up and don't have to worry about keeping all the batteries together. They seem to work as well as the other batteries! I love these!,2016-06-18,positive,['General']
AVwjfXqqQMlgsOJE8qmm,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",Amazon,Tablet / E-reader,5,0,Great tablet for my child,Like it alot my child likes it so lets see how long itll last her,2017-12-01,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,2,0,Eh,"I gave one star because they were batteries and did not explode in my face which is a major plus. However, if you need batteries for anything you use on a daily basis outside a tv remote then do not buy. These batteries do not last as long as duracell or energizer by far, and i wish i was getting paid to say that. Spend the extra dollars and buy a better battery.",2016-02-09,negative,['General']
AVpfpK8KLJeJML43BCuD,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,Amazon,Smart Speaker,5,0,Amazing technology!,"Bought this on Deal of the Day which surprised me since it is new to Best Buy. Just push the button and ask ""her"" to do something such as play favorite radio station or music from play list. Have ""her"" set timers and alarms to wake by. I haven't used half of the features of TAP. The sound is amazingly great for such a small device.",2016-09-10,positive,['General']
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,5,0,Great gift,"I bought this Kindle for my husband's birthday. I have had a Kindle since 2013 and I used it mostly to read and check emails while travelling. My husband is not particularly a book reader, but he spends way too many hours alone, in his office, reading his face book messages. Now, with the new Kindle he actually multi-tasks, in the living room, on facebook, email, and internet, at least in proximity to me, so he might even join me in a conversation! I think his Kindle has much imporoved our 35 year marriage!",2017-03-05,positive,['General']
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Amazon,Tablet / E-reader,5,0,Very happy.,"Purchased this to get a lighter tablet. Also to update our my old tablet which had a replaceable battery. This is all around lighter ,thinner and easier to handle. HD is a good upgrade and can't beat the price for comparable tablets with same features. my wife reads on it daily and loves it. I am probably going to search for another one.We have the 8"" and I would like to try a 7"" if it were available.I like to try different size devices to see how I adjust same way with todays phones.",2017-02-03,positive,['General']
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Amazon,Tablet / E-reader,3,0,Decent tablet but not high caliber,"The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast.",2016-12-23,mixed,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,3,0,Three Stars,I didn't feel like they lasted as long as other batteries,2017-08-09,mixed,['General']
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",Amazon,Tablet / E-reader,5,0,"parent control, 2 year warranty, free down loads",i bought 2 for a 3 and 4 year old grand-babies and its so easy to use for both of us.,2016-12-30,positive,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,5,0,Five Stars,great batteries! Will never buy another brand again!,2016-01-09,positive,['General']
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Tablet / E-reader,5,0,great tablet for children,we bought 3 of these for our kids and they love them these are the best tablets on the market they have great learning apps on them aswell,2016-08-30,positive,['General']
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Tablet / E-reader,5,0,Great tablet.,Purchased this tablet for my grandson who is two years old. He loved it!. But the power cord and the tablet hook up didn't work very long. I will be taking it back for a replacement. As long as the connection stays snug it's a great tablet.,2017-03-10,positive,['General']
AVpfw2hvilAPnD_xh0rH,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",Amazon,Tablet / E-reader,2,0,Horrible Item,Bought it for my 5 yr old daughter and for some reason it did not work. This is the second time I've purchased this and had to return it. So I will get her a mini iPad. Never again will I waste my time and money.,2017-03-10,negative,['General']
AVqkIiKWnnc1JgDc3khH,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,Tablet / E-reader,4,0,Great tablet for price,Nice tablet for my 8 year old daughter! Affordable! Charging battery can be frustrating at time. Normally have to hit power button to turn off and back on after you plug into outlet to charge or it will take many hours to charge. It is almost like it allows the tablet to reset to charge.,2017-01-18,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,1,0,Don't last. Go brand-name.,"These batteries don't last. They might be a good value but for me it's more important to have a battery that lasts longer. Or use these for hiking and rockclimbing and working on my car in the middle the night if I have a flat tire. If you use them like that you want a much better battery like the name brands Duracell, energizer etc. If you just want something that's cheap these batteries are definitely cheap but I bought the 60 count Duracell batteries for .36 each. I think the Amazon ones go for just a bit over .20 each. I think the Duracell's last more than a third longer.",2016-11-23,negative,['General']
AVqkIdZiv8e3D1O-leaJ,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",Amazon,Tablet / E-reader,4,0,Nice improvement over previous models,Easy to use. Crystal clear display. Two finger operation took some getting used to. Kept all my settings from previous model. Books already purchased were still available.,2016-11-11,positive,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,3,0,Logo doesnt last.. good part though,"Good knob. Looks good. Logo faded/wore off in a few months though... logo is kinda why I bought this, so..........",2016-02-24,mixed,['General']
AVpjEN4jLJeJML43rpUe,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Amazon,Tablet / E-reader,1,0,Charging Port Does Not Last - Not good for kids!,I bought a Kindle Fire 16GB for my 6 year old son in June. After 4 months the charging port came loose and the device will not charge. Best Buy is aware of the issue and will do nothing about it. Amazon will not warranty their product for more than 90 days and they said the charging ports often break if children are using them! They have no options to fix the device and only offer a small discount if I buy a new one. Amazon does not stand behind this product. They are aware of the defect and continue to sell these.,2016-10-25,negative,['General']
AVqVGZSEQMlgsOJE6eUc,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Tablet / E-reader,5,0,Love to read,I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,2017-09-01,positive,['General']
AVqkIhxunnc1JgDc3kg_,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Amazon,Tablet / E-reader,5,0,GREAT VALUE,BOUGHT MINE ON BLACK FRIDAY AND IT IS AWESOME. MY FIRST TABLET AND IT IS GREAT WITH ALL OF THE AMAZON FEATURES.,2016-12-14,positive,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,1,0,Nothing special,"Overpriced, works about the same as raovac.",2017-05-11,negative,['General']
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Tablet / E-reader,3,0,You pay for what you get,"This product works, but works slow compared to Apple and some Android phones/tablets. Like I stated in my summary... you pay for what you get. No major issues thus far.",2017-05-19,mixed,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,1,0,2 weeks at best.,These batteries don't last even in a simple digital clock. 2 weeks at best.,2016-11-23,negative,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,1,0,Bad batteries with very short life!,These are bad batteries with very short life. I returned my first order assuming that I got a bad batch (despite the expiration date years away). Started using the replacement order in late May and already have to replace the batteries.I love Amazon Basics products and Amazon service but this product is a big dud. This is the first negative review I've ever written about a product on Amazon.,2016-08-09,negative,['General']
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,3,0,Ok for a young person,"I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",2016-11-12,mixed,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,5,0,Good batteries,"They are batteries, they work, and the are priced well.",2017-01-16,positive,['General']
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,4,0,Impressive for kids,A gift to my 3 year old grandson. Great graphics and sound.,2017-02-03,positive,['General']
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Tablet / E-reader,4,0,Gift,Was a gift for 7 yr old granddaughter she just loved it one of her favorite item she plays with. It goes with her almost everywhere,2016-12-07,positive,['General']
AVwjfXp4QMlgsOJE8qmk,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",Amazon,Tablet / E-reader,1,0,Had to return in a week,This tablet shut down and never turned back on after a week of purchasing it. I had to return it and they were out of stock for exchange. Annoying.,2017-09-20,negative,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,2,0,Great price - but you get what you pay for,"Great price - but you get what you pay for. In our Xfinity TV remote, these last 25 of the time the Duracell's lasted. Overall, they don't have lasting power like the top brands.",2016-10-12,negative,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,1,0,Buyer Beware!,"Bad investment. Some of the batteries did not even work - no juice in them. Really surprised by the poor quality, Amazon Basics.",2017-02-10,negative,['General']
AVqVGZSEQMlgsOJE6eUc,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Tablet / E-reader,3,0,Reading device,"I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands",2017-01-31,mixed,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,5,0,Top quality Alkaline batteries,My neighbor gave me several of these to use when I was out of AA and needed some ASAP. These are just as good as the name brands alkaline batteries and absolutely no leaks of any kind including the pair I had outside last winter in the LED light. That is why I reordered a couple different times using AmazonBasics for AA and AAA. Recommended highly and easy to order and priced just right!,2016-10-26,positive,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,2,0,Small and cheap,"Small for size,, and already separating from waistband. Will not buy again.",2015-12-30,negative,['General']
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),Amazonbasics,Consumer Product,1,0,Its a gamble.,Lights worked well but the ahesive didnt stick on about 90 of the lights backing. The 10 that did. I tried to adjust the lights and they ripped.,2016-03-15,negative,['General']
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,Amazonbasics,Consumer Product,5,0,Great batteries!,Works just as well as the expensive batteries!,2015-09-28,positive,['General']
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Tablet / E-reader,5,0,The baby loves it ❤,This tablet has great storage capacity. I have downloaded all kinds of children's movies and learning activities. It's great.,2017-04-07,positive,['General']
AVqVGWLKnnc1JgDc3jF1,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Tablet / E-reader,5,0,love it works perfect,it was very easy to sit up and get it to working and plying games and down loading,2016-11-25,positive,['General']
AVph0EeEilAPnD_x9myq,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Tablet / E-reader,3,0,The camera and Cover are great,Perfect for that age group that I bought it for she 10and loves it.,2017-01-16,mixed,['General']
AVwjfXqqQMlgsOJE8qmm,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",Amazon,Tablet / E-reader,5,0,Great for long trips,"Bought this Kids Kindle at the Westland in a sealed box. Purchased this because of the 2 year warranty against anything and the 1 year access to Kindle software. It was purchased for a 2 year old. My daughter and her Marine husband were going to an Army base in Missouri the next day about a 12 hour drive. This Kindle has a SD slot so I wanted to load up a bunch of kids movies to keep him entertained on the trip, and then be able to get kids educational software later. The trip went fine and the Kindle worked great. Attached it to the headrest of the front seat with rubber bands. Unfortunately when they arrived in Mossouri and my daughter tried to register the Kindle, Amazon said it wasn't a Kids Kindle. I contacted the local Best Buy and explained the problem and they said it could be exchanged no problems. So the next week my daughter and her husband made the 75 mile drive from the Army base to Jefferson City the nearest Best Buy and made the exchange no hassles. While still in the store my daughter contacted Amazon and successfully registered the Kids Kindle. They've made several long road trips since and the access to kids movies on the SD chip have been a blessing. It's held up well to a 2 year olds handling and overall works very well. Great service from Best Buy.",2017-09-21,positive,['General']
AVqVGWQDv8e3D1O-ldFr,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Tablet / E-reader,5,0,Bought for 5 year old.,Great value. Daughter loves it. Easy to use and navigate for her.,2016-12-30,positive,['General']
